"ITTER107","Territory","TIPO_DATO_CIS","Indicators","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","FORMA_INNOVAZ","Information on the innovative enterprises","TIME","Select time","Value","Flag Codes","Flags"
"ITF3","Campania","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",547,,
"ITF3","Campania","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",635,,
"ITF3","Campania","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",1354,,
"ITF3","Campania","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",21.6,,
"ITF3","Campania","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",25,,
"ITF3","Campania","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",53.4,,
"ITF4","Puglia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",460,,
"ITF4","Puglia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",805,,
"ITF4","Puglia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",1598,,
"ITF4","Puglia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",16.1,,
"ITF4","Puglia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",28.1,,
"ITF4","Puglia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",55.8,,
"ITF4","Puglia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",1893,,
"ITF4","Puglia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",165,,
"ITF4","Puglia","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",92,,
"ITF4","Puglia","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",8,,
"ITF4","Puglia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",450,,
"ITF4","Puglia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",412,,
"ITF4","Puglia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",1031,,
"ITF4","Puglia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",23.8,,
"ITF4","Puglia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",21.8,,
"ITF4","Puglia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",54.5,,
"ITF5","Basilicata","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",127,,
"ITF5","Basilicata","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",100,,
"ITF5","Basilicata","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",162,,
"ITF5","Basilicata","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",32.6,,
"ITF5","Basilicata","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",25.7,,
"ITF5","Basilicata","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",41.6,,
"ITF5","Basilicata","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",279,,
"ITF5","Basilicata","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",10,,
"ITF5","Basilicata","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",96.5,,
"ITF5","Basilicata","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",3.5,,
"ITF5","Basilicata","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",36,,
"ITF5","Basilicata","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",80,,
"ITF5","Basilicata","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",163,,
"ITF5","Basilicata","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",12.9,,
"ITF5","Basilicata","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",28.7,,
"ITF5","Basilicata","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",58.4,,
"ITF6","Calabria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",134,,
"ITF6","Calabria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",191,,
"ITF6","Calabria","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",382,,
"ITF6","Calabria","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",19,,
"ITF6","Calabria","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",27,,
"ITF6","Calabria","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",54,,
"ITF6","Calabria","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",469,,
"ITF6","Calabria","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",48,,
"ITF6","Calabria","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",90.7,,
"ITF6","Calabria","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",9.3,,
"ITF6","Calabria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",78,,
"ITF6","Calabria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",101,,
"ITF6","Calabria","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",290,,
"ITF6","Calabria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",16.6,,
"ITF6","Calabria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",21.5,,
"ITF6","Calabria","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",61.8,,
"ITG","Isole","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",662,,
"ITG","Isole","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",854,,
"ITG","Isole","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",1519,,
"ITG","Isole","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",21.8,,
"ITG","Isole","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",28.1,,
"ITG","Isole","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",50.1,,
"ITG","Isole","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",2070,,
"ITG","Isole","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",110,,
"ITG","Isole","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",95,,
"ITG","Isole","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",5,,
"ITG","Isole","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",400,,
"ITG","Isole","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",591,,
"ITG","Isole","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",1079,,
"ITG","Isole","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",19.3,,
"ITG","Isole","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",28.6,,
"ITG","Isole","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",52.1,,
"ITG1","Sicilia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",494,,
"ITG1","Sicilia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",565,,
"ITG1","Sicilia","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",1162,,
"ITG1","Sicilia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",22.3,,
"ITG1","Sicilia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",25.5,,
"ITG1","Sicilia","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",52.3,,
"ITG1","Sicilia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",1584,,
"ITG1","Sicilia","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",71,,
"ITG1","Sicilia","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",95.7,,
"ITG1","Sicilia","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",4.3,,
"ITG1","Sicilia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",295,,
"ITG1","Sicilia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",463,,
"ITG1","Sicilia","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",826,,
"ITG1","Sicilia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",18.6,,
"ITG1","Sicilia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",29.2,,
"ITG1","Sicilia","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",52.1,,
"ITG2","Sardegna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",168,,
"ITG2","Sardegna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",289,,
"ITG2","Sardegna","POPI","enterprises with innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",357,,
"ITG2","Sardegna","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCON","product and/or process innovation activities (only)","2016","2016",20.6,,
"ITG2","Sardegna","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","OMKON","organisation and/or marketing innovations (only)","2016","2016",35.5,,
"ITG2","Sardegna","POPIC","enterprises with innovation activities by type of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCOMK","product/process innovation activities and  organisation/marketing innovations","2016","2016",43.9,,
"ITG2","Sardegna","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",486,,
"ITG2","Sardegna","PTC","enterprises with product o process innovation activities","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",39,,
"ITG2","Sardegna","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTCS","product and/or process innovative enterprises (only)","2016","2016",92.6,,
"ITG2","Sardegna","PTCC","enterprises with product o process innovation activities by feature of business (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","ABORON","product/process innovation activities that were still ongoing or abandoned at the end of previous year","2016","2016",7.4,,
"ITG2","Sardegna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",105,,
"ITG2","Sardegna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",128,,
"ITG2","Sardegna","PTCS","enterprises that have introduced product o process innovations ","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",253,,
"ITG2","Sardegna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PTON","product innovative enterprises  (only)","2016","2016",21.6,,
"ITG2","Sardegna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCON","process innovative enterprises  (only)","2016","2016",26.3,,
"ITG2","Sardegna","PTCSC","enterprises that have introduced product o process innovations by feature of business  (percent)","00100","total industry and services  (b-f, g, h, k, 58 , 61 to 63, 70 to 74)","W_GE10","10 and over","PCPT","product and process innovative enterprises","2016","2016",52.1,,
