"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2012","2012",379.022,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2013","2013",380.459,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2014","2014",377.148,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2015","2015",386.677,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2016","2016",382.311,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2017","2017",394.705,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2018","2018",386.053,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",383.618,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",153.349,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",151.358,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",163.973,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",169.895,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",162.529,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",162.112,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",160.914,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",168.289,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2012","2012",1074.415,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2013","2013",1078.401,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2014","2014",1082.045,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2015","2015",1079.374,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2016","2016",1075.423,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2017","2017",1071.068,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2018","2018",1065.837,,
"ITF6","Calabria","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1057.113,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",170.044,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",160.674,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",157.336,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",145.528,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",135.9,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",123.795,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",117.821,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",118.932,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2012","2012",533.287,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2013","2013",552.25,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2014","2014",544.018,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2015","2015",544.987,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2016","2016",554.951,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2017","2017",565.02,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2018","2018",550.019,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",539.359,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2012","2012",42.057,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2013","2013",38.024,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2014","2014",33.575,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2015","2015",33.388,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2016","2016",35.525,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2017","2017",34.638,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2018","2018",32.312,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",31.755,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2012","2012",429.553,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2013","2013",426.099,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2014","2014",448.682,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2015","2015",462.921,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2016","2016",460.879,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2017","2017",454.752,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2018","2018",466.871,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",466.113,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",159.755,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",163.981,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",162.954,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",158.85,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",153.49,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",157.841,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",162.863,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",163.471,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2012","2012",1334.696,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2013","2013",1341.027,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2014","2014",1346.565,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2015","2015",1345.673,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2016","2016",1340.746,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2017","2017",1336.046,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2018","2018",1329.886,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1319.631,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",237.303,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",220.418,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",206.5,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",185.345,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",177.289,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",162.445,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",153.486,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",145.392,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2012","2012",482.053,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2013","2013",498.187,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2014","2014",502.439,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2015","2015",515.665,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2016","2016",520.772,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2017","2017",524.683,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2018","2018",506.78,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",502.858,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2012","2012",32.777,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2013","2013",31.421,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2014","2014",29.883,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2015","2015",26.588,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2016","2016",27.336,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2017","2017",23.644,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2018","2018",26.685,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",23.78,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2012","2012",453.068,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2013","2013",448.437,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2014","2014",462.461,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2015","2015",468.843,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2016","2016",462.475,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2017","2017",463.986,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2018","2018",476.836,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",479.978,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",196.101,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",204.402,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",202.169,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",202.592,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",204.982,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",212.323,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",216.106,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",217.572,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2012","2012",1401.302,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2013","2013",1402.863,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2014","2014",1403.452,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2015","2015",1399.034,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2016","2016",1392.854,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2017","2017",1387.08,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2018","2018",1379.894,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1369.58,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",407.346,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",381.092,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",363.836,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",330.873,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",313.19,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",286.24,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",271.307,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",264.324,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2012","2012",1015.34,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2013","2013",1050.436,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2014","2014",1046.458,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2015","2015",1060.652,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2016","2016",1075.724,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2017","2017",1089.702,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2018","2018",1056.799,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",1042.217,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2012","2012",74.834,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2013","2013",69.444,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2014","2014",63.458,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2015","2015",59.976,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2016","2016",62.86,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2017","2017",58.282,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2018","2018",58.998,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",55.535,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2012","2012",882.621,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2013","2013",874.535,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2014","2014",911.143,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2015","2015",931.764,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2016","2016",923.354,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2017","2017",918.738,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2018","2018",943.707,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",946.092,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2012","2012",355.856,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2013","2013",368.382,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2014","2014",365.123,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2015","2015",361.443,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2016","2016",358.472,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2017","2017",370.164,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2018","2018",378.969,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",381.043,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2012","2012",2735.998,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2013","2013",2743.89,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2014","2014",2750.017,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2015","2015",2744.706,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2016","2016",2733.599,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2017","2017",2723.126,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2018","2018",2709.78,,
"ITG1","Sicilia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",2689.211,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2012","2012",53.803,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2013","2013",48.963,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2014","2014",45.055,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2015","2015",39.642,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2016","2016",37.224,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2017","2017",32.859,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2018","2018",28.255,,
"ITG2","Sardegna","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",27.332,,
